7.695658362615770329e+02 5.635921412176845706e+02 7.742300702430270576e+01
3.613840440539112251e+02 6.738590154557178948e+02 1.845903572570659037e+02
6.875104391863212641e+02 6.427727215154858413e+02 2.034640619013765388e+02
3.097998334502033799e+02 4.346082689404758526e+02 1.825533230669584839e+02
7.079559669387674603e+02 6.455325499071002469e+02 1.897394947980834559e+02
5.254008417619959346e+02 3.501790680363581600e+02 1.880228065554114210e+02
6.835138479084880601e+02 6.357742492292745737e+02 2.032435084677598240e+02
2.637977586431082955e+02 4.385526769048168489e+02 1.836716965525492071e+02
8.490902384806052794e+01 4.052509634405213319e+02 1.882342006642223566e+02
6.003696582022517987e+02 5.142397881869523246e+01 1.935067128359265496e+02
5.485463420575914597e+02 2.821144367979038066e+02 1.873215288359493513e+02
6.710302232744591038e+02 3.155722846706237874e+02 5.278799674161165001e+01
5.486288922816188460e+02 2.830028985414891736e+02 1.893718510522603253e+02
3.683368036781055821e+02 6.789223496334884658e+02 1.835795256131245594e+02
7.052061741524746594e+02 6.441971848956619624e+02 1.957938684171029138e+02
5.283570101083572581e+02 3.562317953516881630e+02 1.872318825677675704e+02
7.016636091067921370e+02 6.445814601440984006e+02 2.069877312637947284e+02
5.030068386137766652e+02 4.165790697321308471e+02 1.825869627571653098e+02
4.387653577968553691e+02 3.572624271458867042e+02 7.772720853875749469e+01
3.782870067606747853e+02 6.790000854517113567e+02 1.821697682729432017e+02
1.322489925018531096e+02 8.335360048550924148e+02 1.948561843833959699e+02
2.437735271419287812e+02 4.615273505132909690e+02 1.847646399963077499e+02
3.427717114923269719e+02 4.386771944857596850e+02 1.814135409464353188e+02
1.232993877823769822e+02 6.274512839699453934e+02 6.357788308018683665e+01
5.785620517533538987e+02 1.393445069338989697e+02 1.792095439933321757e+02
5.774803537098682682e+02 1.394522558581819851e+02 1.772554919182750552e+02
6.024505040651957870e+02 1.431789547778783458e+02 2.004848549399824833e+02
7.020023551340312906e+02 6.314851396376906223e+02 1.902135952108567665e+02
3.255385478894538664e+02 5.448078429821287045e+02 1.819644692328308508e+02
7.010857575386004328e+02 6.313728456932016115e+02 1.922500722959430277e+02
4.043886754026314065e+02 6.639168908932398381e+02 1.832652754690832069e+02
3.974771908904507995e+02 6.597970291762476336e+02 1.853287970392996726e+02
8.419880181269807906e+01 3.968757504862966812e+02 1.948183781095736435e+02
5.691071500149489566e+02 1.236293948397900664e+02 1.917650242703546155e+02
3.707891255491728089e+02 6.743278440526860322e+02 1.942508252485326921e+02
6.890134334810735481e+02 6.434373951420078583e+02 1.914100494109172814e+02
1.200542936519199628e+02 6.157927326071384186e+02 5.705503522014410578e+01
7.285907799890225078e+02 1.251625295442123758e+02 2.002868355960568465e+02
5.293148828158017523e+02 3.443072804433281249e+02 1.855323461378458489e+02
2.368207675177344242e+02 3.935595761233260532e+02 1.823068405571747519e+02
6.964614944494322799e+02 6.478406007134624360e+02 2.023708052474060821e+02
3.778158902662648302e+02 1.527564754604117070e+02 1.902593289886790160e+02
1.134730100358488443e+02 6.202191337543442842e+02 6.759513383680084075e+01
3.697487026177008147e+02 4.866657448011645215e+02 1.829435698505275809e+02
3.344070529285373823e+02 5.479887772585486800e+02 1.787658327263101512e+02
6.219467042413269837e+02 8.111953430158717993e+02 2.004280732649831123e+02
3.190398144974101342e+02 4.372941067621586626e+02 1.883333771707604001e+02
7.203172167803900265e+02 6.360783749718569879e+02 1.977281166220779483e+02
4.665009406571002160e+02 6.219014501760567555e+02 1.823882085962746942e+02
6.758594113800609193e+02 8.493154300415368425e+02 1.992971558812538433e+02
4.213756388770572130e+02 7.395185221758808893e+02 6.544407016493551055e+01
6.876428096534920087e+02 6.499211181544699230e+02 1.828029171230448640e+02
2.580092472864270121e+02 4.592321349956320660e+02 1.900633433938405403e+02
9.742682900660831535e+01 -4.140572096792928036e+00 2.022297422547642043e+02
5.402642337178293701e+02 3.593645364412240610e+02 1.849072408362390547e+02
9.742682900660831535e+01 -1.145122562878910788e+00 2.023949151634820396e+02
1.291704493630856518e+02 6.256329848261997313e+02 6.022759590751342529e+01
3.126734515725371466e+02 4.317846690884497320e+02 1.792716157730894508e+02
3.496831960045075789e+02 4.497864384485513369e+02 1.797354228298937642e+02
3.510125447200754252e+02 4.413607597973395400e+02 1.872348075552517912e+02
3.008487781870924209e+02 4.295403897424992579e+02 1.836465797209289406e+02
5.712378161210363032e+02 3.993743113732701318e+02 1.858319586303589119e+02
1.212170913757982191e+02 6.957753394011078854e+02 1.867139358475002098e+02
2.677117996969140563e+02 4.496551033372995221e+02 1.821172159510513211e+02
5.030395685946606932e+02 7.471876560397645051e+01 1.887943285554831050e+02
3.244568498459681791e+02 5.329337937707556421e+02 1.793497255229023892e+02
5.375969911555639555e+02 3.529267341055430052e+02 1.926815908541338445e+02
2.235841951926944944e+02 4.587615043632821994e+02 1.804355557377017760e+02
6.945870241465567005e+02 2.822261804041676214e+02 1.852950322639679257e+02
2.528484077410807629e+02 4.634347480257744678e+02 1.864991073037270155e+02
2.596687968981043468e+02 1.638016985291021683e+02 1.897422448388132636e+02
3.648355137444367529e+02 4.915367767061202926e+02 1.854201851368684402e+02
7.158167790272628963e+02 2.849392883470863467e+02 1.905805363075951959e+02
6.845129957279464179e+02 6.287871394935782519e+02 2.028168925090703567e+02
8.410404573556588730e+02 2.977635476860428980e+02 1.941257807721733570e+02
2.988092074361621826e+02 4.355817545073143151e+02 1.830617182583578426e+02
5.926654014306814133e+02 4.702679100563499759e+01 2.005996083613368057e+02
6.308152092804104996e+02 8.213656595380909948e+02 1.976148402121373238e+02
8.403715104323100604e+02 2.883348408366538820e+02 2.016525328713211991e+02
5.395127365704531712e+02 3.460519183143355804e+02 1.902184978103581159e+02
1.299632216224754870e+02 6.269087941002389925e+02 5.525327958855891097e+01
1.783250724018458868e+02 1.332147538655788708e+02 1.813973481212161118e+02
5.640288606936301221e+02 1.297189527914891585e+02 1.903061680327913336e+02
8.402975053394123961e+02 7.121257762756509919e+02 1.989622609545881744e+02
2.989330327722032621e+02 4.344182391777640078e+02 1.859995574922261028e+02
8.333447457152180959e+02 7.040669925639664370e+02 1.998079196898116834e+02
6.938768021111941380e+02 6.392958105874528201e+02 2.120303045728940390e+02
4.047188762987409518e+02 6.654737715116384607e+02 1.913564490618485365e+02
3.019304762305781082e+02 3.974811791231334155e+02 1.838387874363292553e+02
5.355986955166474672e+02 2.930131984070567341e+02 1.894605576898064214e+02
4.736771661036224259e+02 7.341755239003229008e+02 1.441778152758867293e+02
7.131580815961273174e+02 6.272961616681660644e+02 1.935305562708829825e+02
3.306581123227863941e+02 5.296769257114946186e+02 1.839254390342764793e+02
4.046363260747135655e+02 6.645853097680530936e+02 1.893061268455375625e+02
5.549212501135941693e+02 4.686733762291886478e+02 1.823092772908150039e+02
6.101547608367662860e+02 2.703895734814131515e+02 2.001640486720031049e+02
3.879397389280185280e+02 6.761434002116075135e+02 1.976508570959072131e+02
2.569688243549550180e+02 4.003743657024131153e+02 1.858585230707020060e+02
6.931338500949477748e+02 2.768381267153596923e+02 1.740319437611524904e+02
5.438808038564095568e+02 3.395750128321824945e+02 1.987019925831868647e+02
7.821405562507630975e+02 6.653403149109899459e+02 1.937767158920071040e+02
5.834666954954882385e+02 4.228897611081643504e+01 1.957070712750921757e+02
3.603848962344529241e+02 6.578810120980734837e+02 1.837506475822520713e+02
2.138485965399653210e+01 7.823061034399297569e+02 1.976204652818442185e+02
5.859275624976851304e+02 1.348713853379975376e+02 1.876795165235958223e+02
7.842626772257207222e+02 6.661783109575882236e+02 1.967422453883248181e+02
2.558458511994556375e+02 3.895538103862044181e+02 1.823012047069769892e+02
2.408173587955675998e+02 4.754442867573877152e+02 1.866567167087371217e+02
7.004168106152516202e+02 6.299320042675833520e+02 2.002172854850050783e+02
1.606464276979518502e+02 3.371274350590545055e+02 1.522754668303128653e+02
5.517914361880484648e+02 1.889322544737203202e+02 1.880633248908681310e+02
7.540818670819035106e+02 6.014837826723266971e+02 1.894117127330292760e+02
2.696688202238169652e+02 4.487161758967271226e+02 1.809821010147470872e+02
6.995002130198207624e+02 6.298197103230943412e+02 2.022537625700913111e+02
7.290120762402891614e+02 1.229395025611033390e+02 1.861135981218226050e+02
3.527631896869098682e+02 4.926180111972417990e+02 1.839745282532106501e+02
8.324694232318007607e+02 7.038996879022844269e+02 2.028420290649337687e+02
2.707092431552889593e+02 4.466664713336944601e+02 1.818284055272898456e+02
7.340918161052428559e+02 1.255145702962148420e+02 6.676300001245412830e+01
3.203862534752373108e+02 8.703679115630517060e+01 1.288691024618186134e+02
5.262932545076726001e+02 3.829459274826502906e+02 1.386716513357177973e+02
1.759140256427923532e+02 1.337603160173028982e+02 1.715034502308867275e+02
3.823248731505216256e+02 7.788024825720641502e+02 1.885083141668483790e+02
2.946062405982605128e+02 3.979053572899565552e+02 1.761462166511443570e+02
4.559230657631959502e+02 4.655629696294651581e+02 1.842288777984662715e+02
4.016388826163387193e+02 6.735648408394862372e+02 1.899252830867347086e+02
4.004333592368119525e+02 6.748361050933195884e+02 1.850333917778092996e+02
7.247180140472305538e+02 1.110096428606227050e+02 2.026737755788727497e+02
4.074014423182727995e+01 4.843061976416907441e+02 1.894089426975862409e+02
4.082269445585465917e+01 4.841961762073047453e+02 1.914042072776579175e+02
5.407680801931232963e+02 5.367584600585698809e+02 1.826396424651460961e+02
5.855888164704459768e+02 1.260010759290358493e+02 2.032423845792697250e+02
3.627243645958412088e+01 6.489119765291232511e+01 2.035545205109827407e+02
2.511390378862600130e+02 4.630451279852175048e+02 1.935649583440070671e+02
2.703790422591794140e+02 4.221444776219549908e+02 1.724709063010211594e+02
2.956879386417462001e+02 4.297490700607563099e+02 1.798621130858583115e+02
3.551671418584684261e+02 3.925768449666601327e+02 9.115219218488068975e+01
1.267594026040321467e+02 6.231830974440096043e+02 5.016852510846623403e+01
4.008873854689625773e+02 6.712355376702826106e+02 1.958421740594857852e+02
4.065520714896027812e+02 6.706907752904731979e+02 1.875587830728724157e+02
7.203499467612740546e+02 1.035077838511770523e+02 1.934194738986941218e+02
4.031916971542343617e+02 6.914727643190915387e+02 1.557654376002647894e+02
